time	DeviceName	AccX(g)	AccY(g)	AccZ(g)	AsX(°/s)	AsY(°/s)	AsZ(°/s)	AngleX(°)	AngleY(°)	AngleZ(°)	HX(uT)	HY(uT)	HZ(uT)	Q0()	Q1()	Q2()	Q3()	Temperature(°C)	Height(m)	Pressure(kPa)	Version()	Battery level(%)
2026-05-29T22:24:53.891	WT901BLE67(38:1E:C7:E4:EA:9B)	-0.208	-0.538	0.708	-17.151	-13.550	10.803	-95.77	6.54	54.46	null	null	null	null	null	null	null	null	null	null	10039.1.2	50
2026-05-29T22:24:53.982	WT901BLE67(38:1E:C7:E4:EA:9B)	-0.215	-0.500	0.727	3.784	6.836	-3.113	-93.04	8.09	55.71	null	null	null	null	null	null	null	null	null	null	10039.1.2	50
2026-05-29T22:24:54.093	WT901BLE67(38:1E:C7:E4:EA:9B)	-0.222	-0.492	0.727	1.953	4.639	-1.770	-90.23	9.39	56.97	null	null	null	null	null	null	null	null	null	null	10039.1.2	50
2026-05-29T22:24:54.184	WT901BLE67(38:1E:C7:E4:EA:9B)	-0.220	-0.495	0.723	1.343	4.395	-2.197	-87.26	10.25	57.96	null	null	null	null	null	null	null	null	null	null	10039.1.2	50
2026-05-29T22:24:54.298	WT901BLE67(38:1E:C7:E4:EA:9B)	-0.221	-0.498	0.720	0.366	3.357	-1.587	-84.40	10.96	58.91	null	null	null	null	null	null	null	null	null	null	10039.1.2	50
2026-05-29T22:24:54.386	WT901BLE67(38:1E:C7:E4:EA:9B)	-0.221	-0.499	0.717	-0.610	2.563	-0.366	-81.77	11.68	59.95	null	null	null	null	null	null	null	null	null	null	10039.1.2	50
2026-05-29T22:24:54.499	WT901BLE67(38:1E:C7:E4:EA:9B)	-0.219	-0.497	0.715	-0.916	2.197	-0.427	-79.30	12.36	61.02	null	null	null	null	null	null	null	null	null	null	10039.1.2	50
2026-05-29T22:24:54.567	WT901BLE67(38:1E:C7:E4:EA:9B)	-0.222	-0.501	0.714	0.000	3.052	-1.038	-76.92	12.91	61.97	null	null	null	null	null	null	null	null	null	null	10039.1.2	50
2026-05-29T22:24:54.700	WT901BLE67(38:1E:C7:E4:EA:9B)	-0.216	-0.499	0.710	-0.183	3.052	-1.221	-74.67	13.41	62.91	null	null	null	null	null	null	null	null	null	null	10039.1.2	50
2026-05-29T22:24:54.769	WT901BLE67(38:1E:C7:E4:EA:9B)	-0.224	-0.501	0.713	-0.732	2.441	-0.732	-72.57	13.83	63.85	null	null	null	null	null	null	null	null	null	null	10039.1.2	50
2026-05-29T22:24:54.904	WT901BLE67(38:1E:C7:E4:EA:9B)	-0.220	-0.500	0.708	0.000	3.296	-1.099	-70.58	14.24	64.75	null	null	null	null	null	null	null	null	null	null	10039.1.2	50
2026-05-29T22:24:54.971	WT901BLE67(38:1E:C7:E4:EA:9B)	-0.222	-0.500	0.708	-1.343	1.953	-0.427	-68.73	14.60	65.64	null	null	null	null	null	null	null	null	null	null	10039.1.2	50
2026-05-29T22:24:55.105	WT901BLE67(38:1E:C7:E4:EA:9B)	-0.224	-0.502	0.708	-0.854	2.441	-1.099	-66.97	14.88	66.47	null	null	null	null	null	null	null	null	null	null	10039.1.2	50
